Country,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03
Japan,485,442,468,514,534,327,593,863,1074,810,849,1042,1040,804,704,642,722,994,1043,665,238,284,393,583,487,486,502,322,684,1107,881,441,217,164,408,346,487,181,114
Jordan,182,269,255,315,309,111,240,381,880,247,690,498,137,257,278,174,298,407,850,594,663,99,345,647,353,551,754,387,947,422,362,661,106,447,533,413,480,305,419
Kazakhstan,109,54,45,39,100,135,141,99,64,43,59,49,23,16,26,16,16,12,4,16,38,75,94,141,49,21,35,26,45,48,30,98,92,57,45,33,25,19,28
Kenya,193,133,152,191,117,106,190,363,307,306,200,124,276,208,239,292,83,144,111,494,586,146,199,257,424,398,321,466,408,422,442,414,360,297,406,361,373,202,117
"Korea, People's Democratic Republic of",Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,1,Missing,Missing,3,Missing,Missing,1,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing
"Korea, Republic of",431,308,395,481,635,654,363,520,894,666,634,477,509,339,424,557,960,725,813,677,315,448,637,387,468,300,366,321,802,987,831,528,331,231,660,299,373,173,128
"Kosovo, Republic of",5,2,3,2,Missing,4,9,8,6,4,9,4,2,1,3,2,Missing,1,5,8,13,1,5,1,1,6,11,8,6,13,17,13,6,4,2,9,10,5,7
Kuwait,47,10,7,3,15,19,6,55,22,11,8,4,1,4,5,5,8,6,32,80,5,4,7,5,7,2,Missing,5,11,21,31,99,9,5,2,1,Missing,2,Missing
Kyrgyzstan,8,7,4,5,9,19,21,11,12,10,16,12,7,2,8,3,4,3,2,4,34,10,21,30,5,1,10,10,11,9,9,43,18,11,24,16,4,6,6
Laos,Missing,Missing,1,1,Missing,Missing,Missing,3,Missing,Missing,3,1,1,1,2,Missing,9,3,2,Missing,5,2,Missing,2,1,Missing,3,3,Missing,3,3,6,Missing,2,3,3,1,Missing,1
Latvia,2,Missing,Missing,1,2,3,3,1,Missing,Missing,3,1,2,Missing,1,Missing,3,1,1,2,6,Missing,Missing,2,Missing,Missing,Missing,Missing,Missing,1,1,10,6,1,2,1,Missing,Missing,Missing
Lebanon,108,97,121,114,173,263,237,110,131,66,69,126,102,280,92,71,169,285,195,178,156,45,70,163,77,135,83,98,115,168,146,129,78,38,62,76,113,47,59
Lesotho,Missing,Missing,Missing,1,Missing,2,2,2,Missing,1,Missing,Missing,2,1,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,1,1,Missing,1,4,Missing,Missing,2,1,2,Missing,3,Missing,1,Missing
Liberia,6,6,5,7,7,3,16,17,14,17,21,8,8,4,2,3,14,21,4,29,41,19,27,22,7,19,35,16,42,27,20,45,31,49,89,37,28,75,46
Libya,16,7,7,5,8,22,21,22,8,7,7,24,17,6,15,13,14,25,13,37,16,26,57,36,25,20,9,12,20,22,38,33,24,54,37,6,24,14,7
Liechtenstein,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Lithuania,3,Missing,2,2,3,3,4,6,4,1,2,2,Missing,Missing,1,1,2,1,3,7,6,3,1,1,Missing,Missing,Missing,Missing,Missing,1,Missing,7,1,1,Missing,1,1,Missing,Missing
Luxembourg,Missing,1,1,Missing,2,13,10,10,10,2,2,5,2,2,Missing,2,3,7,7,6,Missing,2,Missing,Missing,1,Missing,2,Missing,1,5,8,3,5,3,Missing,Missing,Missing,1,Missing
Macao,Missing,Missing,2,5,4,4,27,14,3,5,3,6,Missing,2,3,1,5,15,10,18,3,2,3,3,2,3,1,4,5,10,16,29,1,3,2,4,1,2,4
Macedonia,1,1,6,4,2,7,5,7,2,4,3,4,1,4,1,2,1,Missing,6,15,6,4,3,2,Missing,3,4,5,4,2,6,5,1,1,14,2,2,Missing,3
Madagascar,14,19,10,17,10,71,107,38,19,11,23,45,18,43,26,18,43,42,59,66,32,29,26,25,45,49,59,45,125,80,40,97,89,34,78,35,38,21,29
Malawi,3,3,1,Missing,2,7,7,7,3,7,6,2,4,4,2,1,2,2,4,4,6,4,1,5,7,3,6,3,11,16,4,19,12,5,13,4,4,7,3
Malaysia,15,11,23,24,38,58,94,56,34,25,31,38,46,11,8,6,11,62,90,119,62,52,23,47,33,24,18,28,31,44,124,73,25,28,32,18,19,15,28
"Maldives, Republic of",1,Missing,Missing,Missing,Missing,1,Missing,2,Missing,Missing,Missing,Missing,1,1,Missing,Missing,1,Missing,2,2,Missing,2,2,Missing,1,Missing,1,1,1,1,1,1,Missing,1,Missing,1,Missing,1,1
"Mali, Republic of",75,39,37,58,38,84,122,162,54,32,90,98,193,29,86,168,84,117,79,66,115,18,165,69,85,290,111,222,351,219,168,228,93,153,162,255,273,162,118
Malta,1,Missing,Missing,Missing,Missing,Missing,Missing,1,2,Missing,2,Missing,Missing,1,1,Missing,Missing,1,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,1,2,1,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Martinique,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Mauritania,13,4,3,7,14,25,21,22,8,11,16,11,19,7,6,17,9,19,10,18,16,10,25,6,23,46,18,34,60,26,44,56,26,22,25,67,43,43,27
Mauritius,20,24,30,14,26,80,120,37,19,21,42,111,13,55,46,23,58,70,124,82,43,36,23,58,29,52,41,141,137,149,64,71,60,21,47,44,50,10,15
Mexico,413,446,520,571,956,1126,636,1229,1441,1154,760,898,490,454,435,615,1071,1063,1076,874,359,531,511,500,472,484,506,337,1049,1539,1245,893,594,399,708,361,523,282,218
Moldova,3,2,1,4,3,5,6,6,1,3,5,3,3,4,3,Missing,5,1,3,5,12,2,6,1,5,4,3,Missing,6,9,4,2,6,6,Missing,4,Missing,2,2
Monaco,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,1,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
"Mongolia, People's Republic of",5,2,6,7,11,12,92,57,19,23,24,32,17,21,18,21,20,63,44,116,23,14,61,45,23,24,24,18,34,45,66,105,36,28,41,26,36,17,21
"Montenegro, Republic of",2,2,Missing,4,5,1,12,9,1,Missing,12,6,8,4,1,Missing,Missing,Missing,5,16,3,7,8,6,3,4,7,9,2,3,9,2,10,Missing,7,2,2,4,3
Morocco,397,300,227,348,507,786,601,938,444,337,426,665,242,270,269,290,238,255,794,1334,940,385,581,824,419,255,559,265,523,454,1102,1574,639,740,668,710,547,390,464
Mozambique,2,Missing,1,Missing,Missing,Missing,7,2,2,Missing,8,3,2,2,5,Missing,3,2,3,10,8,5,3,1,Missing,1,7,2,3,12,2,17,8,1,4,1,6,4,Missing
Myanmar (Burma),7,1,5,17,20,30,74,20,57,25,121,39,29,46,7,4,37,93,63,108,141,50,73,59,51,52,62,58,69,107,197,116,64,115,115,92,56,86,125
Namibia,Missing,2,2,Missing,Missing,2,5,3,2,Missing,3,Missing,3,2,3,Missing,2,4,4,5,5,3,1,2,2,3,2,1,1,6,2,4,2,3,3,1,1,1,1
Nepal,112,122,156,82,22,23,148,473,352,252,142,1280,1170,354,387,774,535,203,382,739,1534,1016,1414,763,959,1592,2578,2089,2195,3350,2498,2927,2703,1157,900,2980,2019,835,2403
New Caledonia,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
New Zealand,5,1,2,6,12,4,5,4,3,4,3,5,1,2,3,3,13,10,18,10,7,5,6,1,3,1,6,Missing,9,14,18,13,6,4,9,5,3,1,Missing
Nicaragua,13,6,Missing,6,8,12,6,20,13,5,3,6,24,19,5,7,12,12,13,16,3,12,13,12,11,9,9,9,7,11,20,7,6,10,7,6,8,13,6
Nigeria,2204,868,699,670,1014,1718,1798,1586,3942,3033,2069,1439,1555,1915,2353,1416,2757,4333,1354,2440,4871,3536,5497,5473,5374,7605,7600,5116,8086,9503,8958,8851,7864,7316,7485,6534,7913,8498,4816
Norway,1,2,1,5,4,27,26,35,9,6,1,20,1,2,Missing,4,6,23,28,9,3,2,Missing,3,Missing,Missing,4,3,11,26,13,8,4,1,2,3,Missing,Missing,4
Oman,31,23,2,2,6,10,7,5,4,5,13,2,Missing,4,1,Missing,7,Missing,13,5,6,1,Missing,2,Missing,1,1,1,6,4,9,7,1,1,3,Missing,1,1,Missing
Pakistan,422,215,208,519,718,910,773,369,416,485,828,528,554,395,393,510,379,645,517,1086,688,274,1121,1055,458,732,562,876,1182,1030,683,1819,531,457,828,754,1223,922,424
Palestinian Authority (Gaza/West Bank),34,38,47,51,41,26,64,52,96,30,81,64,33,50,22,40,42,43,74,74,66,14,35,53,38,53,45,38,56,41,50,55,15,32,47,21,28,34,31
"Panama, Republic of",51,24,6,11,33,23,71,51,39,27,10,44,48,23,22,36,41,23,39,48,19,24,20,36,8,20,30,16,19,26,39,42,11,26,25,7,7,11,9
Papau New Guinea,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,1,1,2,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,2,1,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing
Paraguay,1,Missing,3,Missing,1,2,2,9,Missing,1,5,2,5,1,2,2,Missing,6,6,10,3,3,2,1,1,3,3,Missing,3,7,4,8,1,Missing,2,Missing,Missing,Missing,1
People's Republic of China,1366,3561,3308,2147,5192,5282,3938,2939,1775,1956,1614,1466,1014,732,1380,1646,2469,3468,3830,5121,2870,1891,1977,1536,1602,1767,1931,1853,2775,4939,9521,6532,3005,2054,2314,1431,2364,1634,1718
Peoples Republic of Benin,239,67,14,41,53,93,226,138,115,96,68,135,112,16,26,28,46,126,34,111,270,69,126,238,273,144,179,163,300,347,136,351,198,110,418,367,256,415,243
Peru,93,35,77,115,101,127,214,446,153,214,331,417,185,184,307,190,382,361,353,505,123,149,145,181,150,216,378,206,411,292,300,262,147,202,182,102,151,134,114
Philippines,984,828,858,1268,1577,2882,1794,2759,1706,1597,2040,2256,1666,1974,2522,681,2387,5278,2029,6323,2017,4812,2748,2289,2808,2623,3985,3150,4443,4817,4969,3982,2446,3151,4295,2101,2556,2757,1963
Poland,7,1,8,13,15,31,24,19,21,7,8,9,15,1,3,3,10,19,27,12,17,7,5,5,3,5,3,9,9,22,20,22,2,1,5,2,3,Missing,Missing
Portugal,5,19,7,3,14,31,38,41,29,9,17,9,12,4,6,12,10,19,17,19,7,9,5,9,10,9,4,5,13,19,25,12,8,4,6,3,10,6,12
Qatar,5,5,1,2,1,6,5,1,2,3,3,2,4,Missing,6,Missing,1,3,Missing,6,3,3,2,3,1,Missing,3,2,4,2,3,Missing,1,2,2,Missing,Missing,3,Missing
Republic of Djibouti,14,4,2,6,6,8,19,10,10,9,11,18,6,12,12,13,3,3,11,19,21,17,12,28,15,22,37,30,43,33,32,74,69,46,40,48,69,30,32
Republic of Indonesia,133,42,74,59,80,227,220,241,45,133,176,56,85,48,36,18,109,85,220,456,66,107,70,37,37,46,53,82,90,238,339,170,34,47,78,16,51,61,26
Republic of Ireland,3,5,4,6,5,44,35,43,31,25,11,16,9,7,4,3,9,17,41,32,5,9,7,5,5,4,Missing,4,8,44,35,19,13,4,3,5,6,1,2
Republic of Ivory Coast,451,293,135,267,192,482,559,512,138,129,289,332,469,257,194,206,195,315,191,203,668,77,503,520,1103,636,905,544,1040,1032,712,1057,916,1033,768,578,463,784,666
Republic of South Africa,45,41,60,63,80,87,170,86,52,42,71,68,78,60,71,64,72,83,89,128,71,69,82,62,42,59,101,64,121,146,63,101,102,53,116,57,87,36,57
Republic of The Marshall Islands,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Republic of the Niger,20,7,8,6,9,26,52,41,11,8,27,30,44,6,8,29,20,18,16,17,50,9,27,31,24,84,39,50,79,68,62,75,53,46,65,83,52,27,32
Romania,6,4,2,8,20,15,14,23,12,7,7,4,5,3,9,7,6,3,15,23,11,5,10,5,14,5,4,11,8,10,9,8,5,4,7,3,2,3,1
Russia,138,82,86,126,208,276,252,241,148,106,119,122,78,50,5,7,19,26,22,35,75,292,343,305,99,84,122,97,80,165,105,299,188,119,100,101,73,71,50
Rwanda,143,172,113,113,67,195,173,412,242,69,104,120,47,404,238,35,285,172,126,150,358,231,294,364,151,168,365,267,573,623,409,763,432,482,600,490,743,1260,398
Saint-Martin,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
"Samoa, Independent State Of",Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
San Marino,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Sao Tome and Principe,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Saudi Arabia,28,16,22,27,48,46,41,37,27,29,27,37,20,16,24,65,40,37,44,35,28,18,25,28,24,28,37,30,54,51,29,43,29,32,27,27,24,37,59
Senegal,487,221,88,232,189,420,569,725,241,201,415,445,855,513,319,250,327,351,199,325,911,146,531,593,979,2083,1104,603,1276,921,902,1383,1356,1098,1076,768,1065,1496,1171
"Serbia, Republic of",6,4,9,3,7,21,25,14,6,3,19,18,10,10,5,1,1,2,19,37,16,7,8,12,9,14,18,13,10,8,31,9,7,9,20,10,12,7,2
Seychelles,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,2,Missing,Missing,Missing,Missing,Missing,Missing,Missing,4,Missing,Missing,1,4,Missing,Missing,1,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Sierra Leone,7,1,6,4,2,4,9,10,8,13,18,7,2,4,4,3,8,14,4,14,15,10,21,13,7,20,13,9,27,11,12,37,15,29,31,24,18,34,15
Singapore,9,9,19,16,27,36,24,30,29,24,22,27,22,5,4,3,8,34,53,133,46,15,16,38,17,14,24,22,26,41,65,54,25,25,24,6,8,11,21
Sint-Maarten,Missing,Missing,Missing,1,1,1,3,Missing,2,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
Slovak Republic,7,8,11,10,18,16,13,17,15,17,8,10,9,3,3,8,9,13,33,8,3,3,3,10,7,1,7,3,11,15,14,6,4,3,8,3,4,1,1
Slovenia,1,2,1,1,2,5,1,1,1,1,2,2,1,Missing,Missing,1,1,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,2,3,1,1,Missing,1,Missing,Missing,Missing,Missing,Missing
Socialist Republic of Vietnam,327,414,308,445,587,494,529,426,220,188,510,478,546,480,319,102,123,640,701,1940,1065,654,664,855,588,440,699,586,961,959,829,1042,788,631,741,322,746,652,764
"Solomons, The",Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,1,1,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
"Somalia, Democratic Republic of",4,3,Missing,2,2,5,11,7,3,3,5,3,4,3,1,5,Missing,6,2,7,7,7,10,12,9,9,11,12,16,8,8,7,5,3,7,6,9,10,4
"South Sudan, Republic Of",3,Missing,1,1,3,Missing,2,2,1,3,Missing,1,4,3,4,1,Missing,2,Missing,Missing,3,1,2,3,4,3,2,4,4,5,3,7,1,2,4,2,2,1,Missing
